group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
parse generated script,,"(4, 4809)",,,58535266.0,ns,120
parse generated script,,"(4, 4809)",,,68975006.0,ns,122
parse generated script,,"(4, 4809)",,,63432904.0,ns,124
parse generated script,,"(4, 4809)",,,65116028.0,ns,126
parse generated script,,"(4, 4809)",,,61234138.0,ns,128
parse generated script,,"(4, 4809)",,,61130626.0,ns,130
parse generated script,,"(4, 4809)",,,61249262.0,ns,132
parse generated script,,"(4, 4809)",,,64601985.0,ns,134
parse generated script,,"(4, 4809)",,,68547117.0,ns,136
parse generated script,,"(4, 4809)",,,67955602.0,ns,138
parse generated script,,"(4, 4809)",,,66037597.0,ns,140
parse generated script,,"(4, 4809)",,,67008041.0,ns,142
parse generated script,,"(4, 4809)",,,69366589.0,ns,144
parse generated script,,"(4, 4809)",,,73299949.0,ns,146
parse generated script,,"(4, 4809)",,,79420980.0,ns,148
parse generated script,,"(4, 4809)",,,75231693.0,ns,150
parse generated script,,"(4, 4809)",,,71768184.0,ns,152
parse generated script,,"(4, 4809)",,,71649273.0,ns,154
parse generated script,,"(4, 4809)",,,72414434.0,ns,156
parse generated script,,"(4, 4809)",,,78451264.0,ns,158
parse generated script,,"(4, 4809)",,,94454018.0,ns,160
parse generated script,,"(4, 4809)",,,87966395.0,ns,162
parse generated script,,"(4, 4809)",,,79285270.0,ns,164
parse generated script,,"(4, 4809)",,,91242782.0,ns,166
parse generated script,,"(4, 4809)",,,100821455.0,ns,168
parse generated script,,"(4, 4809)",,,101389597.0,ns,170
parse generated script,,"(4, 4809)",,,89215448.0,ns,172
parse generated script,,"(4, 4809)",,,85488720.0,ns,174
parse generated script,,"(4, 4809)",,,85801188.0,ns,176
parse generated script,,"(4, 4809)",,,87306191.0,ns,178
parse generated script,,"(4, 4809)",,,87057001.0,ns,180
parse generated script,,"(4, 4809)",,,100435464.0,ns,182
parse generated script,,"(4, 4809)",,,100923841.0,ns,184
parse generated script,,"(4, 4809)",,,97143299.0,ns,186
parse generated script,,"(4, 4809)",,,97043606.0,ns,188
parse generated script,,"(4, 4809)",,,115956468.0,ns,190
parse generated script,,"(4, 4809)",,,103379955.0,ns,192
parse generated script,,"(4, 4809)",,,93712104.0,ns,194
parse generated script,,"(4, 4809)",,,104483081.0,ns,196
parse generated script,,"(4, 4809)",,,124543240.0,ns,198
parse generated script,,"(4, 4809)",,,117578891.0,ns,200
